SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1366.20,1413.65,1366.20,1403.00,1401.00,1361.10,446,3131,4359521.00,
500003,AEGIS LOGIS ,A ,Q,199.25,201.25,198.05,200.35,200.35,199.20,272,2753,549922.00,
500008,AMAR RAJA BA,A ,Q,632.50,641.00,628.60,635.90,639.75,632.35,287,9519,6063297.00,
500009,A.SARABHAI  ,X ,Q,12.00,12.19,11.68,12.00,12.00,12.00,26,8433,100266.00,
500010,HDFC        ,A ,Q,2181.00,2215.00,2176.05,2195.70,2195.70,2182.30,2815,44351,97410570.00,
500012,ANDHRA PETRO,X ,Q,44.70,44.70,42.15,42.55,43.00,43.30,197,33495,1436639.00,
500013,ANSAL INFRAS,B ,Q,4.56,4.74,4.56,4.74,4.74,4.61,5,203,960.00,
500014,APPLE FINANC,XT,Q,1.33,1.33,1.30,1.30,1.30,1.33,5,98,130.00,
500016,ARUNAHTEL   ,XT,Q,5.15,5.15,5.15,5.15,5.15,5.10,2,104,535.00,
500020,BOM DYEING  ,A ,Q,84.80,86.50,84.50,84.90,85.00,85.70,950,89321,7621658.00,
500023,ASIANHOTNR  ,B ,Q,118.95,118.95,117.50,117.50,117.50,122.00,3,6,706.00,
500024,ASSAMCO     ,T ,Q,1.15,1.22,1.14,1.15,1.14,1.20,53,49346,56616.00,
500027,ATUL LTD.   ,A ,Q,3650.00,3700.00,3584.70,3676.70,3694.00,3653.25,450,2112,7699562.00,
500028,ATV PROJECTS,XT,Q,3.93,4.30,3.93,4.24,4.24,4.13,19,3350,14011.00,
500029,AUTOLITE(I) ,Z ,Q,24.50,24.50,24.50,24.50,24.50,25.50,3,11,269.00,
500031,BAJAJ ELECT.,A ,Q,424.00,424.00,402.25,408.75,406.00,406.40,628,13169,5411580.00,
500032,BAJAJHIND   ,B ,Q,7.05,7.05,6.75,6.82,6.85,6.95,1148,111668,774894.00,
500033,FORCE MOTR  ,A ,Q,1142.50,1167.00,1123.95,1129.95,1129.95,1156.05,1173,12431,14203532.00,
500034,BAJFINANCE  ,A ,Q,3195.25,3242.25,2998.00,3046.40,3046.40,3171.60,32769,518001,1614865817.00,
500038,BALRAM.CHINI,A ,Q,155.85,155.85,148.60,151.00,151.00,154.75,1053,87741,13309659.00,
500039,BANCO PROD. ,B ,Q,104.10,107.00,98.15,99.25,99.10,106.90,433,10497,1060993.00,
500040,CENTURY TEXT,A ,Q,897.30,903.45,881.50,891.05,891.05,892.95,642,19762,17653885.00,
500041,BANNARI AMAN,B ,Q,1416.00,1416.00,1400.00,1400.40,1400.00,1400.00,4,7,9823.00,
500042,BASF INDIA  ,A ,Q,1075.00,1092.40,1059.60,1072.95,1070.00,1054.15,154,999,1070925.00,
500043,BATA INDIA  ,A ,Q,1318.00,1318.00,1293.45,1300.75,1301.00,1307.25,751,28646,37254095.00,
500048,BEML LTD    ,A ,Q,906.15,906.20,885.60,888.85,888.85,897.95,660,21829,19549952.00,
500049,BHARAT ELECT,A ,Q,98.30,100.25,97.25,99.05,99.05,97.55,2791,452253,44762637.00,
500052,BHANSALI ENG,B ,Q,63.35,65.25,63.20,64.35,64.00,62.95,849,146652,9466339.00,
500055,TATASTLBSL  ,B ,Q,27.70,27.90,27.10,27.25,27.10,27.45,151,31736,868818.00,
500059,BINANI IND. ,Z ,Q,12.42,13.59,12.42,12.42,12.42,13.07,37,4930,62405.00,
500060,BIRLACABLE  ,B ,Q,76.45,77.10,73.45,73.80,73.50,75.30,141,6523,486518.00,
500067,BLUE STAR   ,A ,Q,753.20,753.20,738.45,740.80,740.80,741.95,179,953,705789.00,
500068,DISA INDIA  ,X ,Q,5213.00,5297.00,5051.60,5075.80,5051.60,5213.20,15,23,118416.00,
500069,BNK CAPITAL ,X ,Q,79.00,80.95,79.00,80.95,80.95,79.75,3,50,3998.00,
500074,BPL LTD.    ,B ,Q,19.25,20.50,18.50,19.15,19.20,19.30,99,13937,270171.00,
500078,OAL         ,B ,Q,186.10,194.70,186.10,194.00,194.50,190.80,45,2627,499308.00,
500083,CENTURY EXT ,B ,Q,3.30,3.36,3.01,3.04,3.04,3.22,28,15300,46887.00,
500084,CESC LTD.   ,A ,Q,754.95,763.45,754.10,760.00,759.05,752.95,238,4459,3386091.00,
500085,CHAMBAL FERT,A ,Q,153.90,165.00,151.40,154.05,154.05,153.90,781,31331,4931364.00,
500086,EXIDE IND.  ,A ,Q,185.80,185.80,180.85,181.25,181.25,184.05,794,50932,9293571.00,
500087,CIPLA LTD.  ,A ,Q,519.80,538.70,519.40,536.20,536.20,518.75,2161,127284,68210307.00,
500092,CRISIL LTD  ,A ,Q,1389.55,1389.55,1354.05,1362.65,1354.05,1372.25,37,130,177532.00,
500093,CGPOWER     ,A ,Q,20.20,20.90,19.60,20.45,20.45,20.25,699,128892,2606909.00,
500096,DABUR (I)   ,A ,Q,420.80,426.45,419.40,423.00,422.55,420.80,2047,74550,31509128.00,
500097,DALMIASUG   ,B ,Q,96.65,97.65,94.90,95.80,96.00,96.60,149,6628,637526.00,
500101,ARVIND Ltd  ,A ,Q,58.60,60.20,57.80,58.45,58.70,58.15,1405,518228,30531496.00,
500102,BALARPUR IND,B ,Q,0.95,0.95,0.95,0.95,0.95,0.99,40,192847,183204.00,
500103,BHEL        ,A ,Q,62.25,62.40,60.60,61.15,61.15,61.90,1645,523426,32186499.00,
500104,HIND.PETRO  ,A ,Q,282.95,282.95,265.30,266.80,266.80,278.65,2258,205015,55591056.00,
500106,IFCI LTD    ,A ,Q,7.74,7.93,7.74,7.80,7.80,7.80,1425,87420,684642.00,
500108,MAHA.TELE   ,B ,Q,6.50,6.59,6.39,6.43,6.43,6.51,739,137864,891748.00,
500109,MRPL        ,A ,Q,53.35,55.00,53.10,54.45,55.00,53.90,169,17995,969470.00,
500110,CHENNAI PET.,A ,Q,195.00,195.65,194.15,194.90,195.55,194.80,205,7945,1547139.00,
500111,REL.CAP.    ,A ,Q,50.90,54.85,49.70,50.10,50.10,49.90,11233,3772606,196600495.00,
500112,STATE BANK  ,A ,Q,341.00,343.20,337.55,341.40,341.40,339.65,5424,684937,232914762.00,
500113,STEEL AUTH. ,A ,Q,43.75,44.30,42.80,43.10,43.10,43.60,1633,1127347,48999159.00,
500114,TITAN       ,A ,Q,1091.30,1100.90,1084.55,1090.30,1089.35,1086.85,2273,54327,59442356.00,
500116,IDBI BANK L ,A ,Q,31.90,31.90,30.10,30.80,30.80,31.85,1004,788579,24375780.00,
500117,DCW LTD.    ,B ,Q,15.25,15.25,14.30,14.40,14.40,15.05,104,34214,500895.00,
500119,DHAMPUR SUGA,B ,Q,180.75,181.65,173.70,174.55,174.55,179.10,527,29413,5220210.00,
500120,DIAMINES&CHM,X ,Q,115.00,118.95,115.00,115.55,115.55,116.20,14,1810,208749.00,
500123,ELANTAS     ,B ,Q,2103.05,2107.05,2090.00,2100.05,2100.00,2139.00,137,15387,32313898.00,
500124,DR.REDDY'S  ,A ,Q,2614.40,2665.00,2612.95,2655.10,2655.05,2597.90,1335,18476,48925798.00,
500125,E.I.D.PAR   ,A ,Q,163.65,165.25,161.15,161.90,161.90,164.15,121,3228,525781.00,
500126,PGHL        ,A ,Q,4670.50,4750.00,4550.00,4634.30,4616.75,4670.50,728,3178,14800537.00,
500128,ELEC.CASTING,B ,Q,15.70,15.70,14.80,14.95,14.95,14.85,74,110349,1649720.00,
500133,ESAB INDIA  ,B ,Q,1080.95,1084.00,1058.15,1073.60,1084.00,1088.00,29,130,139594.00,
500135,ESSEL PROP  ,B ,Q,132.65,132.70,132.40,132.60,132.60,132.55,34,2636,349547.00,
500136,ESTER INDUS.,B ,Q,26.20,26.35,26.00,26.20,26.00,26.50,27,3463,90680.00,
500141,FERRO ALLOYS,X ,Q,3.25,3.42,3.11,3.25,3.25,3.25,27,11317,36351.00,
500144,FINOL. CABLE,A ,Q,379.55,385.90,372.95,382.10,385.90,380.55,126,1303,492060.00,
500147,CMI FPE     ,X ,Q,940.00,940.00,926.55,930.00,930.00,940.00,10,64,60028.00,
500148,UFLEX LTD   ,A ,Q,212.45,213.95,211.20,212.70,211.90,211.95,600,17198,3657692.00,
500150,FOSECO INDIA,B ,Q,1218.95,1220.00,1200.00,1200.10,1208.20,1215.00,10,125,150470.00,
500153,GANESH BENZO,X ,Q,31.25,32.70,31.25,31.50,31.50,32.10,96,26420,837512.00,
500155,GARDEN SILK ,B ,Q,11.61,12.55,11.60,12.55,12.55,12.14,22,1684,20144.00,
500159,METROGLOBL  ,X ,Q,55.00,55.00,54.55,54.55,54.55,55.00,4,60,3295.00,
500160,GTL LTD.    ,B ,Q,2.55,2.58,2.50,2.58,2.58,2.55,17,11804,29919.00,
500163,GODFREY PH  ,A ,Q,722.00,731.55,716.75,719.50,719.50,725.90,223,1656,1199718.00,
500164,GODREJ IND  ,A ,Q,473.05,473.05,451.00,459.85,459.85,470.10,482,12271,5698084.00,
500165,KANSAI NERO ,A ,Q,404.60,410.00,403.15,406.15,403.15,405.55,367,8579,3500628.00,
500166,GOODRICKE   ,X ,Q,170.35,172.85,168.00,169.80,169.80,170.35,38,2008,342186.00,
500168,GOODYEAR (I),B ,Q,938.75,938.75,916.95,920.05,919.00,930.15,165,2811,2610985.00,
500170,GTN INDUS   ,B ,Q,6.50,7.00,6.41,6.70,6.70,6.90,5,551,3592.00,
500171,GHCL LTD    ,A ,Q,210.70,213.20,205.00,206.70,206.70,206.70,435,14165,2946602.00,
500173,GFLLIMITED  ,A ,Q,899.55,916.05,899.55,909.10,908.60,903.65,116,2171,1977272.00,
500179,HCL INFOSYS ,B ,Q,11.07,11.37,10.90,11.20,11.20,10.94,135,30125,334425.00,
500180,HDFC BANK   ,A ,Q,2285.00,2315.45,2280.45,2285.80,2285.80,2279.80,4885,104150,239261471.00,
500182,HEROMOTOCO  ,A ,Q,2401.00,2447.00,2381.00,2386.10,2386.10,2404.30,1169,15293,36833637.00,
500183,HIMACHAL FUT,A ,Q,19.25,19.50,19.20,19.30,19.30,19.25,223,104670,2022147.00,
500184,HSCL        ,A ,Q,81.20,86.00,81.00,82.20,82.20,79.85,1136,76452,6395105.00,
500185,HIND.CONSTN.,A ,Q,9.31,9.51,9.21,9.30,9.31,9.31,1268,122607,1147036.00,
500186,HIND.OIL EXP,B ,Q,123.75,126.35,121.60,125.45,126.35,124.10,359,23004,2850160.00,
500187,HSIL        ,B ,Q,219.50,221.80,216.00,220.00,221.80,219.25,103,1361,297080.00,
500188,HINDUS.ZI   ,A ,Q,218.75,221.80,216.30,217.45,217.45,218.70,921,33441,7311516.00,
500189,HINDUJA VENT,B ,Q,311.85,311.85,307.00,309.45,309.25,310.10,27,387,119447.00,
500191,HMT LTD.    ,Z ,Q,12.65,13.90,12.65,13.50,13.50,13.30,8,513,6603.00,
500192,PRAG BOSIMI ,XT,Q,2.81,2.81,2.75,2.76,2.75,2.85,5,2580,7190.00,
500193,HOTEL LEELA.,B ,Q,7.67,7.85,7.60,7.72,7.73,7.47,32,11924,91946.00,
500199,I.G.PETRO   ,B ,Q,207.15,208.45,202.50,207.20,208.00,203.35,29,379,77773.00,
500201,IND.GLYCOLS ,B ,Q,218.55,220.30,212.20,213.20,213.00,219.40,183,4229,907841.00,
500207,INDO RAMA   ,B ,Q,29.35,34.50,29.35,33.45,32.70,29.75,236,33602,1103847.00,
500209,INFOSYS LTD ,A ,Q,787.00,800.25,787.00,795.05,795.05,786.05,9010,327591,259970029.00,
500210,INGERSOLL   ,B ,Q,588.35,594.75,586.40,587.20,587.20,589.00,48,389,229983.00,
500211,INSILCO LTD.,X ,Q,14.70,14.70,14.00,14.50,14.50,14.70,19,26832,388851.00,
500212,INTEG.FIN.SE,XT,Q,27.35,27.35,27.35,27.35,27.35,28.75,1,1,27.00,
500213,INTER.TRAVEL,X ,Q,77.85,77.85,68.50,70.65,71.00,72.00,61,4403,311927.00,
500214,ION EXCHANGE,X ,Q,745.00,747.80,714.00,716.90,716.90,724.45,818,30681,22480149.00,
500215,AGRO TECH FO,B ,Q,486.45,510.90,486.45,499.65,499.20,492.75,32,226,112385.00,
500219,JAIN IRRIG  ,A ,Q,23.00,23.40,22.80,23.15,23.40,23.15,278,99281,2288148.00,
500220,JASCH INDUST,X ,Q,39.50,39.85,38.45,38.75,38.45,39.00,18,1445,56165.00,
500223,JCT LTD     ,X ,Q,1.04,1.08,1.00,1.03,1.03,1.05,43,67712,69767.00,
500227,JINDAL POLYF,B ,Q,239.10,243.65,236.40,242.30,242.30,238.85,131,2389,572242.00,
500228,JSWSL       ,A ,Q,261.00,261.00,248.00,248.75,248.75,255.10,1935,223097,56377998.00,
500231,UMANG DAIR  ,B ,Q,46.20,47.00,46.00,46.60,46.60,46.60,53,1882,87282.00,
500233,KAJARIA CER.,A ,Q,474.00,483.00,450.65,477.00,476.75,468.50,2237,67882,32033074.00,
500234,KAKATIYA CEM,B ,Q,169.10,172.50,168.60,168.70,169.50,168.30,32,597,101874.00,
500235,KALYANI STEL,B ,Q,186.20,186.70,181.05,181.90,181.05,184.45,323,19179,3520353.00,
500238,WHIRLPOOL   ,A ,Q,1483.85,1538.00,1481.60,1530.75,1533.00,1485.55,441,3285,5015966.00,
500239,KG DENIM    ,X ,Q,35.50,37.00,33.30,36.25,36.25,35.40,56,4150,148103.00,
500240,KINETIC ENG.,XT,Q,42.25,42.25,41.00,42.25,42.25,40.25,50,5249,221260.00,
500241,KIRL.BROS.  ,B ,Q,167.80,180.00,167.80,170.10,170.20,168.80,435,9883,1705215.00,
500243,KIRL INDUS  ,B ,Q,780.00,780.00,760.00,769.00,769.00,760.00,5,9,6967.00,
500245,KIRL.FERROUS,B ,Q,77.30,77.90,74.20,74.95,74.95,77.55,966,43166,3265931.00,
500246,ENVAIN ELECT,XT,Q,27.55,27.55,27.55,27.55,27.55,29.00,1,200,5510.00,
500247,KOTAK MAH.BK,A ,Q,1498.70,1504.70,1480.45,1485.40,1485.40,1497.60,5979,245924,366839470.00,
500249,KSB         ,B ,Q,642.05,654.05,628.00,631.80,628.15,633.50,61,245,155462.00,
500250,L.G.BALKRISH,B ,Q,251.05,251.05,245.00,246.90,247.05,254.70,45,444,110199.00,
500251,TRENT LTD.  ,A ,Q,411.00,420.00,402.00,410.85,408.10,414.50,552,9278,3796910.00,
500252,LAXMIMACH   ,A ,Q,4420.05,4481.35,4411.00,4429.50,4425.00,4470.20,112,247,1099620.00,
500253,LIC HOUS.FIN,A ,Q,521.00,527.40,519.80,525.25,525.25,519.75,1050,57610,30181640.00,
500254,UTTAMVALUE  ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,26,16418,3119.00,
500257,LUPIN LTD.  ,A ,Q,741.15,777.40,739.00,771.65,771.65,738.50,3064,116982,89719865.00,
500259,LYKA LABS   ,B ,Q,19.75,20.70,19.50,19.55,19.50,19.75,16,1528,30413.00,
500260,RAMCOCEM    ,A ,Q,746.20,758.35,737.05,744.50,746.00,750.95,313,4440,3314513.00,
500264,MAFATLAL IND,X ,Q,89.95,89.95,80.00,80.30,80.00,82.80,20,602,48721.00,
500265,MAH.SEAMLESS,B ,Q,416.45,419.90,414.75,415.95,418.65,412.10,29,259,107743.00,
500266,MAH.SCOOTER ,B ,Q,4023.90,4028.00,3765.95,3809.85,3770.00,3964.55,177,485,1885653.00,
500267,MAJESTIC AUT,X ,Q,133.75,134.95,131.00,134.00,134.75,129.90,70,3667,488268.00,
500268,MANALI PETRO,B ,Q,20.80,21.60,20.80,21.20,21.20,20.95,114,14220,300054.00,
500271,MFSL        ,A ,Q,410.25,421.00,410.20,414.15,416.00,408.10,449,16099,6707515.00,
500277,MID INDIA IN,XT,Q,0.42,0.42,0.42,0.42,0.42,0.40,4,5015,2106.00,
500279,MIRC ELECT  ,B ,Q,12.30,12.80,12.25,12.30,12.30,12.75,64,9701,120670.00,
500280,CENTURY ENKA,B ,Q,202.00,206.95,201.05,203.20,203.70,203.70,170,9581,1944143.00,
500284,LORDS CHLORO,XT,Q,35.20,38.10,35.20,38.10,38.10,36.95,4,226,7984.00,
500285,SPICEJET LTD,A ,Q,144.90,145.95,142.50,143.00,143.00,144.70,16615,1468590,211087050.00,
500288,MOREPEN LAB.,B ,Q,15.85,16.60,15.45,15.95,16.00,16.25,221,90433,1449501.00,
500290,MRF LTD.    ,A ,Q,54006.70,54335.00,53800.00,54083.10,54098.50,54047.10,138,159,8591179.00,
500292,HEIDEL CEM  ,A ,Q,198.05,200.15,195.50,196.50,198.00,199.20,352,6152,1213890.00,
500294,NCC         ,A ,Q,76.10,76.85,72.90,74.20,74.25,75.35,1909,682833,51253219.00,
500295,VEDL        ,A ,Q,165.00,172.60,164.30,171.35,171.35,165.05,4369,733105,123508880.00,
500296,NAHAR SPG.  ,B ,Q,58.00,60.00,57.80,58.50,58.50,58.50,9,801,47698.00,
500298,NAT.PEROXIDE,B ,Q,1775.00,1789.90,1733.00,1750.45,1750.45,1775.00,628,3534,6221103.00,
500300,GRASIM IND. ,A ,Q,881.55,885.00,862.75,868.50,868.50,878.35,1001,42497,37250492.00,
500302,PEL         ,A ,Q,1770.00,1803.15,1726.60,1750.80,1752.00,1762.30,2626,44564,78329876.00,
500304,NIIT LTD.   ,B ,Q,97.00,98.80,97.00,98.45,98.60,97.20,204,14037,1374400.00,
500306,JAYKAY      ,X ,Q,4.25,4.34,3.86,4.00,4.00,4.10,17,4637,19583.00,
500307,NIRLON      ,B ,Q,197.25,198.00,197.00,197.25,197.20,197.30,18,3301,650642.00,
500312,ONGC CORPN  ,A ,Q,144.00,144.70,141.50,143.85,143.85,143.55,1284,204632,29350032.00,
500313,OIL COUNTRY ,B ,Q,7.66,7.66,7.02,7.03,7.02,7.66,3,1200,8564.00,
500314,ORIENT HOTEL,B ,Q,34.05,34.05,33.30,33.30,33.55,33.85,17,1742,58777.00,
500315,ORINTAL BANK,A ,Q,75.30,75.30,72.75,73.15,73.00,74.55,651,160794,11935648.00,
500317,OSWAL AGRO. ,B ,Q,5.66,6.49,5.66,6.48,6.49,6.10,80,23298,142466.00,
500319,INDIAN SUCRO,XT,Q,15.10,15.10,15.10,15.10,15.10,15.85,2,1050,15855.00,
500325,RELIANCE    ,A ,Q,1267.95,1268.80,1227.15,1232.30,1232.30,1258.80,13505,382454,476115507.00,
500327,PILITA      ,B ,Q,9.90,10.00,9.64,9.92,9.98,9.41,275,166610,1628677.00,
500329,PENTAMED.G  ,X ,Q,0.23,0.25,0.23,0.24,0.24,0.24,25,57256,13993.00,
500330,RAYMOND     ,A ,Q,652.00,673.30,639.90,664.60,664.60,652.40,1438,80802,53976104.00,
500331,PIDILITE    ,A ,Q,1239.00,1243.00,1220.10,1233.70,1237.00,1230.40,861,17508,21577738.00,
500333,PIX TRANS   ,X ,Q,149.00,150.95,141.00,143.15,143.15,145.95,64,5533,794422.00,
500335,BIRLA CORPN.,A ,Q,590.10,590.10,575.05,577.95,580.55,588.20,135,820,478115.00,
500336,SURYA ROSHNI,B ,Q,195.10,197.05,188.95,194.30,194.80,191.75,280,8845,1717250.00,
500337,PRIME SECUR.,B ,Q,38.20,38.20,37.70,37.95,37.70,38.45,14,1597,60752.00,
500338,PRSMJOHNSN  ,A ,Q,91.90,93.10,91.85,92.35,92.35,92.40,472,17004,1568374.00,
500339,RAIN        ,A ,Q,89.15,90.60,88.50,89.55,89.60,89.45,882,53801,4816142.00,
500343,AMJLAND     ,B ,Q,17.50,17.50,17.00,17.30,17.30,17.05,5,171,2917.00,
500346,PUN.COMMUNI.,B ,Q,15.15,15.15,15.15,15.15,15.15,15.15,3,850,12877.00,
500350,RSWM  LTD   ,B ,Q,135.40,141.70,132.00,138.00,139.90,133.90,65,1909,258319.00,
500354,RAJSH.SUGAR ,T ,Q,20.90,20.90,20.90,20.90,20.90,21.10,1,35,731.00,
500355,RALLIS INDIA,A ,Q,158.50,160.25,156.80,157.60,157.60,159.65,315,13956,2210785.00,
500356,RAMANEWS    ,B ,Q,16.35,16.35,16.15,16.15,16.15,16.15,6,1575,25736.00,
500357,RAMA PAPER  ,X ,Q,18.00,18.00,16.50,17.80,17.80,18.15,21,5420,95446.00,
500360,RAPICUT CARB,X ,Q,40.05,41.95,40.00,41.95,41.95,40.05,9,659,26398.00,
500365,RMGALLOY    ,X ,Q,8.00,8.89,8.00,8.89,8.89,8.09,42,74435,652112.00,
500366,ROLTA (I)   ,B ,Q,4.80,5.06,4.70,5.01,5.01,4.84,141,73279,359991.00,
500367,RUBFILA INT.,X ,Q,34.95,35.90,32.50,34.40,34.00,35.75,78,9471,325401.00,
500368,RUCHI SOYA  ,B ,Q,3.80,3.80,3.80,3.80,3.80,3.62,32,24682,93791.00,
500370,SALORA INT. ,X ,Q,9.30,9.70,8.78,9.69,9.69,9.24,7,3668,32746.00,
500378,JINDAL SAW  ,A ,Q,79.00,79.00,76.05,76.60,76.05,76.00,712,49052,3763067.00,
500380,JK LAKSHMI  ,A ,Q,337.60,343.85,331.65,332.75,333.05,339.35,224,2038,681355.00,
500387,SHREE CEMENT,A ,Q,20644.85,21299.70,20610.15,21195.75,21065.85,20644.85,82,177,3734725.00,
500390,REL INFRA   ,A ,Q,45.15,50.80,44.35,47.10,47.10,44.75,15864,6574990,313614813.00,
500399,STEELCO GUJ.,XT,Q,2.65,2.65,2.65,2.65,2.65,2.70,2,1000,2650.00,
500400,TATA POWER  ,A ,Q,63.65,64.30,61.30,61.55,61.55,63.75,1604,501309,31436316.00,
500402,SPMLINFRA   ,B ,Q,14.95,15.00,14.65,15.00,15.00,15.00,6,700,10425.00,
500403,SUNDARAM FAS,A ,Q,447.10,453.25,440.00,449.95,449.95,446.45,255,3448,1543688.00,
500404,SUNFLAG IRON,B ,Q,31.70,31.95,30.75,31.15,30.75,31.55,118,5821,182354.00,
500405,SUPREME PET ,B ,Q,198.15,199.05,190.00,194.75,199.00,198.10,109,2573,502264.00,
500407,SWARAJ ENGIN,B ,Q,1170.00,1170.00,1140.00,1146.60,1148.00,1182.50,52,242,278539.00,
500408,TATA ELXSI  ,A ,Q,655.05,666.35,643.85,653.05,653.05,657.85,3085,129450,84725160.00,
500410,ACC LTD     ,A ,Q,1575.05,1601.20,1569.15,1583.95,1583.95,1568.95,1196,23717,37643652.00,
500411,THERMAX     ,A ,Q,1082.75,1119.30,1077.95,1105.65,1117.00,1079.90,314,1788,1968660.00,
500412,THIRUMALAI  ,B ,Q,68.00,69.80,61.00,61.85,61.85,67.90,1682,126390,8125387.00,
500413,THOMAS COOK ,A ,Q,189.10,192.20,186.00,189.80,189.45,189.30,352,11050,2078650.00,
500414,TIMEX GROUP ,X ,Q,38.40,42.50,37.65,39.65,39.65,37.65,59,39239,1517062.00,
500418,TOKYO PLAST ,B ,Q,51.40,51.70,51.40,51.70,51.70,51.40,3,83,4279.00,
500420,TORRENT PHAR,A ,Q,1604.90,1635.60,1573.20,1624.60,1624.60,1606.60,3776,52488,84476409.00,
500422,TRANSCHEM   ,X ,Q,19.80,19.80,16.00,16.70,16.70,17.60,18,476,8714.00,
500425,AMBUJA CEME ,A ,Q,217.70,219.90,211.05,214.75,214.75,215.60,1918,211139,45761756.00,
500426,UTLINDS     ,X ,Q,6.34,6.34,5.75,5.75,5.75,6.04,14,17508,110859.00,
500429,UNIPHOS ENT.,B ,Q,81.00,81.00,79.00,80.05,79.00,83.35,19,1087,87684.00,
500439,VARD HOLDNG ,B ,Q,1653.35,1653.35,1632.00,1633.45,1632.30,1694.95,5,10,16473.00,
500440,HINDALCO    ,A ,Q,195.25,200.15,195.25,196.75,197.00,197.45,792,157341,31028170.00,
500444,WEST COAS PA,B ,Q,235.00,235.00,226.00,228.35,228.35,228.05,233,4755,1092514.00,
500449,HIND.ORG.CHM,B ,Q,19.45,19.95,18.75,19.00,18.85,19.15,223,83396,1597917.00,
500456,PAS.ACRYLON ,X ,Q,14.20,14.20,13.70,13.95,14.00,14.15,54,8733,121463.00,
500459,PROCTER &GAM,A ,Q,10611.30,10700.00,10507.10,10679.50,10700.00,10557.70,63,110,1167852.00,
500460,MUKAND LTD. ,B ,Q,34.65,34.65,31.00,31.75,31.75,34.20,119,4686,152593.00,
500463,AGCNET      ,B ,Q,91.00,91.40,83.80,85.05,83.80,90.45,26,658,58286.00,
500464,UCAL FUEL   ,B ,Q,117.00,117.30,113.20,115.05,114.00,115.80,99,2388,276243.00,
500467,HARR.MALAYAL,B ,Q,58.75,60.25,56.00,57.20,57.65,58.85,47,948,55235.00,
500469,FEDERAL BANK,A ,Q,93.00,93.65,91.65,92.45,92.85,93.10,3421,973606,90054988.00,
500470,TATA STEEL  ,A ,Q,448.00,451.85,438.45,440.35,440.35,446.05,6077,473056,209569103.00,
500472,SKF INDIA   ,A ,Q,1897.45,1907.50,1865.00,1869.55,1867.00,1895.65,59,133,251249.00,
500477,ASHOK LEYL. ,A ,Q,72.90,73.15,71.65,72.25,72.25,72.50,5437,1045247,75683187.00,
500480,CUMMINS (I) ,A ,Q,732.60,764.00,732.15,751.10,751.10,731.95,1161,34906,26194085.00,
500483,TATA COMM   ,A ,Q,470.90,487.90,468.10,479.20,485.65,467.00,436,12225,5802678.00,
500488,ABBOTT (I)  ,A ,Q,8624.50,8665.35,8500.25,8599.85,8597.25,8624.85,29,55,471823.00,
500490,BAJ HOLD INV,A ,Q,3363.40,3398.00,3322.50,3371.85,3377.05,3316.50,466,1451,4888507.00,
500493,BHARAT FORGE,A ,Q,432.00,437.80,427.30,428.25,428.70,431.95,743,42377,18212593.00,
500495,ESCORTS LTD.,A ,Q,484.00,489.60,468.35,470.35,470.35,483.40,2090,124612,59724924.00,
500500,HIND.MOTORS ,B ,Q,6.11,6.11,5.82,5.88,5.94,6.01,34,10399,61516.00,
500510,LARSEN & TOU,A ,Q,1393.05,1403.00,1369.00,1372.95,1372.95,1387.15,7637,178695,246633031.00,
500520,MAH & MAH   ,A ,Q,552.00,553.10,542.05,547.90,547.90,549.85,2261,101541,55519455.00,
500530,BOSCH LTD   ,A ,Q,14737.60,15054.85,14600.00,15007.60,14913.60,14671.45,198,378,5665424.00,
500547,BHARAT PET. ,A ,Q,350.35,350.35,339.50,340.65,340.65,349.20,1072,77503,26647643.00,
500550,SIEMENS LTD.,A ,Q,1182.30,1200.50,1168.00,1173.85,1173.85,1182.75,558,15139,17912075.00,
500570,TATA MOTORS ,A ,Q,151.70,152.55,143.75,144.35,144.35,151.25,14566,2065053,304173739.00,
500575,VOLTAS LTD  ,A ,Q,580.45,584.30,576.20,579.35,576.80,579.90,645,33816,19619998.00,
500620,GREAT EASTE ,A ,Q,241.50,242.55,238.15,239.95,239.95,240.25,188,3960,949664.00,
500645,DEEPAK FERT.,A ,Q,90.45,90.60,86.20,88.05,88.05,90.00,332,15465,1374100.00,
500650,EXCEL INDUST,B ,Q,910.00,910.00,852.50,855.35,855.35,855.70,224,1805,1556482.00,
500655,GARWARE POLY,X ,Q,212.00,221.00,210.00,211.80,210.00,213.55,62,2354,507261.00,
500660,GLAXOSMITH  ,A ,Q,1201.00,1201.50,1187.25,1198.20,1199.50,1200.45,207,884,1056594.00,
500670,GUJ.NARMADA ,A ,Q,210.00,213.95,209.70,211.70,212.55,208.90,746,25194,5318413.00,
500672,NOVARTIS    ,B ,Q,647.95,647.95,636.00,638.30,637.00,639.00,202,4249,2718952.00,
500674,SANOFI      ,A ,Q,6085.50,6213.40,6039.30,6201.35,6194.00,6028.95,364,3478,21413947.00,
500676,GLAXOSMITHKL,A ,Q,7433.85,7484.95,7402.80,7430.65,7405.00,7479.85,77,121,901033.00,
